timestamp,ip_address,http_method,endpoint,status_code,bytes_sent,response_time_ms,user_agent,requests_per_minute,failed_auth_count,is_known_bad_ip,anomaly_type,label
2024-01-01 03:15:58,189.239.126.148,POST,/login,404,13066,396,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,12,0,0,normal,0
2024-01-01 03:17:20,153.163.96.119,GET,/robots.txt,404,39537,201,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,1,0,0,normal,0
2024-01-01 03:17:26,20.220.53.74,GET,/robots.txt,200,23755,334,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0 Firefox/88.0,1,0,0,normal,0
2024-01-01 03:26:00,182.234.27.232,DELETE,/api/v1/search,200,8375,43,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,5,0,0,normal,0
2024-01-01 03:34:56,237.252.20.25,GET,/static/js/app.js,404,42460,115,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,3,0,0,normal,0
2024-01-01 03:35:44,169.43.215.17,GET,/dashboard,200,49656,105,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,6,0,0,normal,0
2024-01-01 03:36:11,170.161.55.188,POST,/favicon.ico,200,9260,260,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,8,0,0,normal,0
2024-01-01 03:39:34,110.203.29.90,GET,/logout,301,27496,59,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0 Firefox/88.0,13,0,0,normal,0
2024-01-01 03:40:17,73.145.206.113,GET,/logout,304,42871,402,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,4,0,0,normal,0
2024-01-01 03:43:39,91.240.118.172,POST,/admin/login,403,373,118,masscan/1.3,97,50,1,auth_brute_force,1
2024-01-01 03:48:19,45.142.212.100,POST,/shell.php,404,8958,223,python-requests/2.28.0,33,0,1,unusual_process_activity,1
2024-01-01 03:50:23,25.58.12.209,POST,/api/v1/search,200,49795,252,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,10,0,0,normal,0
2024-01-01 03:50:55,109.250.110.177,GET,/about,404,12801,392,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,11,0,0,normal,0
2024-01-01 03:56:28,187.228.5.226,GET,/static/css/main.css,500,131,18838,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,7,0,0,service_crash_error,1
2024-01-01 03:59:50,66.81.242.71,GET,/static/js/app.js,404,13973,151,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,4,0,0,normal,0
2024-01-01 04:01:29,125.189.217.24,PUT,/blog,200,34150,72,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,1,0,0,normal,0
2024-01-01 04:03:42,227.188.148.176,GET,/robots.txt,200,37749,393,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,5,0,0,normal,0
2024-01-01 04:04:16,25.41.21.168,GET,/docs,200,29827,30,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0 Firefox/88.0,6,0,0,normal,0
2024-01-01 04:07:37,158.64.60.223,GET,/docs,301,22418,399,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,6,0,0,normal,0
2024-01-01 04:08:35,115.84.44.218,GET,/index.html,200,32818,452,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,2,0,0,normal,0
2024-01-01 04:09:02,213.101.89.95,GET,/docs,200,30012,251,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,8,0,0,normal,0
2024-01-01 04:12:59,199.19.167.38,GET,/blog,304,30936,88,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,7,0,0,normal,0
2024-01-01 04:14:52,230.55.52.142,GET,/about,404,25791,95,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,8,0,0,normal,0
2024-01-01 04:14:56,24.13.87.213,GET,/logout,301,34103,232,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0 Firefox/88.0,14,0,0,normal,0
2024-01-01 04:20:44,222.75.65.217,PUT,/api/v1/users,404,42013,298,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,3,0,0,normal,0
2024-01-01 04:25:58,177.228.227.187,GET,/,200,46429,308,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,1,0,0,normal,0
2024-01-01 04:26:16,3.170.228.87,GET,/api/v1/orders,200,27285,468,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,12,0,0,normal,0
2024-01-01 04:26:27,45.192.59.250,POST,/static/css/main.css,200,11778,101,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,1,0,0,normal,0
2024-01-01 04:28:20,165.82.209.39,POST,/api/v1/orders,301,36952,418,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,2,0,0,normal,0
2024-01-01 04:28:57,244.223.190.190,GET,/blog,304,31403,371,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,12,0,0,normal,0
2024-01-01 04:30:14,115.14.121.172,GET,/login,200,5064,50,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0 Firefox/88.0,6,0,0,normal,0
2024-01-01 04:31:16,95.67.224.31,HEAD,/docs,200,20525,436,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,14,0,0,normal,0
2024-01-01 04:32:36,53.238.194.249,GET,/api/v1/search,200,25439,86,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,14,0,0,normal,0
2024-01-01 04:34:41,100.138.21.134,POST,/favicon.ico,200,20322,176,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0 Firefox/88.0,14,0,0,normal,0
2024-01-01 04:35:59,252.184.52.50,POST,/contact,200,34802,407,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,7,0,0,normal,0
2024-01-01 04:36:08,54.18.195.252,GET,/products,301,2081,357,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,9,0,0,normal,0
2024-01-01 04:37:26,194.198.104.71,POST,/blog,200,7284,183,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,10,0,0,normal,0
2024-01-01 04:39:04,144.189.140.98,GET,/blog,304,41461,198,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,10,0,0,normal,0
2024-01-01 04:41:16,245.42.151.46,PUT,/dashboard,301,46664,374,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,12,0,0,normal,0
2024-01-01 04:42:26,75.228.125.142,GET,/logout,200,1642,385,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,4,0,0,normal,0
2024-01-01 04:42:42,166.44.153.58,POST,/api/v1/users,301,37448,290,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,9,0,0,normal,0
2024-01-01 04:42:48,52.236.191.146,GET,/robots.txt,301,31624,218,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0 Firefox/88.0,13,0,0,normal,0
2024-01-01 04:46:13,181.138.61.156,DELETE,/blog,304,16208,475,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,6,0,0,normal,0
2024-01-01 04:48:08,194.165.16.11,POST,/login,403,319,55,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,109,86,1,auth_brute_force,1
2024-01-01 04:49:46,238.101.183.64,GET,/logout,200,46357,273,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,10,0,0,normal,0
2024-01-01 04:50:17,44.140.41.216,POST,/login,200,22208,421,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0 Firefox/88.0,2,0,0,normal,0
2024-01-01 04:58:01,194.165.16.11,POST,/api/v1/auth/login,401,202,90,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0 Firefox/88.0,228,27,1,auth_brute_force,1
2024-01-01 04:58:33,159.103.157.16,GET,/,304,42936,297,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,4,0,0,normal,0
2024-01-01 04:58:56,209.29.205.224,GET,/products,304,18193,112,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,10,0,0,normal,0
2024-01-01 05:02:00,26.188.66.100,GET,/images/banner.png,304,25368,153,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,3,0,0,normal,0
2024-01-01 05:09:48,26.52.218.192,GET,/logout,304,46246,372,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,3,0,0,normal,0
2024-01-01 05:13:47,60.41.33.252,GET,/docs,200,22233,499,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,8,0,0,normal,0
2024-01-01 05:18:07,136.196.171.46,PUT,/favicon.ico,304,7463,376,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,14,0,0,normal,0
2024-01-01 05:18:37,61.126.50.9,GET,/blog,200,21091,359,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,4,0,0,normal,0
2024-01-01 05:18:53,194.165.16.11,POST,/api/v1/auth/login,401,164,77,curl/7.68.0,100,49,1,auth_brute_force,1
2024-01-01 05:20:57,24.238.196.251,GET,/api/v1/users,200,4383,498,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,9,0,0,normal,0
2024-01-01 05:22:23,60.145.241.10,GET,/blog,200,7955,191,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0 Firefox/88.0,12,0,0,normal,0
2024-01-01 05:22:25,194.165.16.11,POST,/admin/login,403,150,91,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,176,43,1,auth_brute_force,1
2024-01-01 05:27:06,2.69.103.236,GET,/products,503,169,29946,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,9,0,0,service_crash_error,1
2024-01-01 05:27:19,15.53.145.66,GET,/blog,304,24910,91,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,6,0,0,normal,0
2024-01-01 05:27:38,199.126.245.147,GET,/favicon.ico,200,41939,99,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0 Firefox/88.0,2,0,0,normal,0
2024-01-01 05:28:15,139.7.7.40,GET,/robots.txt,301,24673,379,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,6,0,0,normal,0
2024-01-01 05:41:49,70.87.201.191,HEAD,/static/js/app.js,200,39720,249,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,6,0,0,normal,0
2024-01-01 05:42:19,176.10.104.240,POST,/etc/passwd,301,128692,823,sqlmap/1.7.2#stable (https://sqlmap.org),50,0,1,network_intrusion,1
2024-01-01 05:42:56,34.117.101.201,DELETE,/api/v1/products,200,20700,432,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,3,0,0,normal,0
2024-01-01 05:44:26,184.1.17.251,DELETE,/dashboard,200,43154,359,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,12,0,0,normal,0
2024-01-01 05:45:05,116.52.105.44,GET,/static/js/app.js,200,34333,195,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,11,0,0,normal,0
2024-01-01 05:49:14,197.201.131.75,POST,/contact,200,44139,412,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,14,0,0,normal,0
2024-01-01 05:50:28,127.225.60.216,POST,/phpmyadmin,403,59321,24,sqlmap/1.7.2#stable (https://sqlmap.org),35,0,0,unusual_process_activity,1
2024-01-01 05:52:59,222.54.45.106,PUT,/index.html,200,27646,466,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,8,0,0,normal,0
2024-01-01 05:54:03,2.213.60.126,GET,/contact,200,4266,473,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0 Firefox/88.0,11,0,0,normal,0
2024-01-01 05:54:38,250.115.155.174,PUT,/docs,503,109,28923,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,8,0,0,service_crash_error,1
2024-01-01 05:58:28,231.168.47.2,PUT,/robots.txt,404,10353,261,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,14,0,0,normal,0
2024-01-01 06:07:17,29.200.91.76,GET,/api/v1/users,200,8795,147,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,4,0,0,normal,0
2024-01-01 06:08:31,231.223.231.168,POST,/contact,404,46059,54,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0 Firefox/88.0,6,0,0,normal,0
2024-01-01 06:14:08,48.185.144.82,GET,/index.html,200,5971,196,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1,0,0,normal,0
2024-01-01 06:16:50,42.138.142.227,GET,/logout,200,28761,464,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,11,0,0,normal,0
2024-01-01 06:20:35,60.106.34.224,GET,/api/v1/users,301,2947,279,Mozilla/5.0 (Android 11; Mobile; rv:68.0) Gecko/68.0 Firefox/88.0,14,0,0,normal,0
2024-01-01 06:27:01,95.56.19.110,PUT,/index.html,301,11162,84,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,7,0,0,normal,0
2024-01-01 06:32:12,173.93.193.29,GET,/images/banner.png,304,14906,46,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,4,0,0,normal,0
2024-01-01 06:32:51,165.61.154.194,GET,/config.php,403,55978,226,python-requests/2.28.0,31,1,0,unusual_process_activity,1
2024-01-01 06:32:52,103.75.190.5,POST,/login,401,433,93,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,156,60,1,auth_brute_force,1
2024-01-01 06:33:36,36.64.89.210,GET,/images/banner.png,200,29123,326,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,13,0,0,normal,0
2024-01-01 06:37:39,124.129.86.171,GET,/,200,16375,199,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,4,0,0,normal,0
2024-01-01 06:43:07,6.210.39.26,PUT,/index.html,200,28204,77,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,10,0,0,normal,0
2024-01-01 06:45:35,82.174.5.114,GET,/index.html,404,43825,97,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,1,0,0,normal,0
2024-01-01 06:47:24,67.182.89.43,GET,/blog,200,23484,111,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,11,0,0,normal,0
2024-01-01 06:50:49,40.237.67.188,GET,/api/v1/products,200,35509,436,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,8,0,0,normal,0
2024-01-01 06:56:07,56.180.143.70,DELETE,/static/js/app.js,200,34389,206,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,3,0,0,normal,0
2024-01-01 06:56:59,101.207.109.100,DELETE,/login,504,142,29285,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,2,0,0,service_crash_error,1
2024-01-01 06:57:36,205.84.225.165,GET,/api/v1/orders,200,13163,337,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,7,0,0,normal,0
2024-01-01 06:58:43,171.147.161.165,POST,/api/v1/users,200,1561,441,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X) AppleWebKit/605.1.15,8,0,0,normal,0
2024-01-01 07:02:50,212.158.118.204,POST,/blog,200,40613,468,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,9,0,0,normal,0
2024-01-01 07:03:54,176.10.104.240,GET,/etc/passwd,200,33452,978,python-requests/2.28.0,108,15,1,network_intrusion,1
2024-01-01 07:10:18,236.203.167.237,GET,/api/v1/search,404,26054,174,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,8,0,0,normal,0
2024-01-01 07:12:08,91.240.118.172,GET,/backup.zip,200,6542,54,Go-http-client/1.1,6,3,1,unusual_process_activity,1
2024-01-01 07:13:14,174.231.107.241,GET,/static/js/app.js,200,20961,57,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,2,0,0,normal,0
